N,P,K,temperature,humidity,ph,rainfall,label
72.93,40.3,43.22,26.96,64.5,6.5,110.91,Tomato
27.1,10.48,18.16,29.94,74.54,6.69,213.08,Coconut
84.51,46.01,42.99,17.26,59.37,6.42,64.44,Onion
121.71,45.73,51.82,21.27,51.12,7.23,81.61,Cotton
58.71,40.11,43.73,24.8,59.08,6.5,73.47,Mango
39.89,125.24,221.64,20.74,78.28,6.26,77.19,Grapes
67.32,57.79,54.01,27.02,72.89,6.49,105.52,Papaya
119.95,59.6,64.52,26.12,78.66,6.11,148.79,Sugarcane
81.97,57.05,50.97,25.58,66.35,6.28,61.23,Watermelon
86.01,46.78,48.17,16.27,56.77,6.99,85.89,Wheat
116.8,53.01,41.81,26.63,82.59,6.01,210.34,Rice
47.75,73.19,88.84,22.54,41.23,7.22,77.62,Chickpea
61.24,45.08,57.24,31.15,54.85,5.76,148.05,Mango
108.77,54.68,55.15,24.77,58.92,6.71,65.59,Cotton
83.16,54.48,54.11,25.55,73.23,6.24,201.55,Jute
40.37,77.77,84.54,24.5,54.35,7.14,48.06,Chickpea
55.57,61.87,83.45,18.09,51.87,7.33,66.83,Chickpea
53.5,73.55,87.46,24.59,43.35,6.75,67.64,Chickpea
54.34,71.9,76.5,20.25,75.0,6.32,110.07,Soybean
52.31,41.17,46.68,32.85,81.23,6.79,151.73,Papaya
40.54,75.67,70.21,27.62,77.87,6.65,92.13,Soybean
120.31,53.85,52.6,28.23,63.56,6.78,108.62,Cotton
37.08,133.78,233.88,23.93,61.25,6.83,72.42,Grapes
41.51,79.17,88.7,22.36,53.33,6.82,48.21,Chickpea
22.63,13.6,10.88,29.05,71.08,6.46,139.7,Orange
76.52,48.06,56.67,23.15,62.24,6.37,62.77,Onion
44.76,78.17,79.36,24.66,75.21,6.23,89.24,Soybean
93.16,57.83,55.24,16.72,68.21,6.22,115.81,Potato
33.79,138.53,208.63,14.88,67.88,6.48,110.66,Apple
28.02,140.22,219.3,24.4,65.87,6.12,89.35,Grapes
99.6,41.12,42.84,18.48,75.65,6.05,110.19,Tomato
110.49,51.83,43.84,24.67,86.23,6.4,223.47,Rice
77.16,48.61,32.45,22.81,72.59,6.12,84.1,Maize
35.11,130.31,212.4,12.92,64.32,6.83,108.54,Apple
75.41,54.48,56.24,24.11,75.17,6.56,111.66,Tomato
81.68,30.22,48.11,11.37,76.39,5.93,292.59,Tea
70.72,46.71,43.54,18.89,83.92,6.6,103.72,Tomato
59.18,64.12,93.1,18.3,41.33,6.83,44.2,Chickpea
91.36,43.52,54.87,21.76,84.54,6.08,297.31,Rice
116.74,53.0,42.07,22.81,87.29,6.67,167.73,Rice
23.89,144.48,214.47,21.01,72.2,6.34,95.73,Grapes
72.98,56.92,52.27,25.89,74.63,6.08,140.75,Papaya
45.55,69.52,89.42,20.72,56.41,6.68,64.15,Chickpea
72.59,43.85,43.55,17.39,51.25,6.32,90.45,Wheat
32.67,61.99,32.08,16.21,41.57,6.53,56.11,Lentil
83.15,54.53,57.9,24.07,65.11,6.93,75.87,Tomato
100.28,53.75,52.67,25.68,80.45,5.94,192.02,Rice
97.78,55.5,54.8,23.77,80.87,6.89,218.34,Rice
30.29,126.99,200.64,24.64,67.54,6.4,53.99,Grapes
37.72,139.58,237.11,9.99,70.06,5.52,100.7,Apple
94.53,42.59,43.48,16.9,76.74,6.29,168.67,Coffee
86.35,75.87,59.46,26.07,80.39,6.39,161.02,Banana
99.85,44.67,44.8,26.72,83.6,6.06,242.91,Jute
69.71,44.19,40.24,31.98,57.03,6.84,84.13,Mango
23.46,13.47,24.75,28.17,74.49,6.18,164.09,Coconut
104.95,56.6,47.21,27.44,68.19,6.37,77.02,Watermelon
113.94,57.27,65.88,19.7,72.46,6.24,136.36,Potato
85.1,41.33,48.61,18.5,50.67,6.14,52.46,Wheat
88.25,48.89,54.85,20.05,61.46,6.3,88.46,Tomato
70.91,44.09,46.81,22.6,75.38,6.91,90.59,Tomato
26.15,13.65,17.86,29.87,88.76,6.31,226.84,Coconut
33.81,135.27,226.02,23.9,68.81,6.85,87.53,Grapes
53.96,72.48,83.78,21.29,54.41,6.79,55.82,Chickpea
23.51,136.35,223.17,12.34,72.89,5.84,155.27,Apple
48.75,78.08,86.97,21.6,55.67,6.59,64.88,Chickpea
75.43,59.18,52.77,25.62,73.5,6.41,118.63,Tomato
58.81,65.21,87.07,28.63,75.45,6.25,109.31,Soybean
99.29,45.73,54.35,26.64,89.24,6.9,177.04,Jute
53.22,57.14,53.68,31.06,55.09,7.25,74.78,Mango
98.89,57.6,44.31,24.74,86.08,5.94,170.49,Rice
67.58,53.48,56.09,31.59,71.94,6.51,180.3,Papaya
25.96,15.01,19.82,27.47,78.23,6.38,177.25,Orange
53.84,43.04,42.78,31.41,65.46,6.35,189.68,Papaya
66.14,45.24,45.29,25.56,60.84,6.9,87.65,Maize
52.45,48.44,55.7,25.57,70.51,6.8,103.52,Mango
119.64,46.41,43.85,23.79,79.25,6.62,86.68,Cotton
111.74,58.64,47.94,21.78,68.51,6.17,80.71,Cotton
81.03,53.64,43.88,29.3,76.23,6.52,204.67,Jute
108.5,53.76,46.39,21.77,89.56,6.88,218.6,Rice
29.0,16.88,19.86,26.51,78.84,6.32,177.15,Orange
84.09,49.11,51.64,21.21,64.11,6.5,109.81,Tomato
142.17,49.7,66.67,27.92,79.03,6.28,185.5,Sugarcane
84.4,52.0,45.83,24.25,81.5,6.78,62.38,Tomato
95.52,57.35,54.17,25.53,77.44,6.68,97.12,Tomato
33.88,132.89,214.9,11.84,63.54,6.45,136.42,Apple
82.56,56.49,45.85,23.11,80.22,5.95,225.39,Rice
78.97,37.18,44.35,19.17,73.57,5.06,220.18,Tea
103.24,69.81,65.13,17.21,74.15,5.89,96.02,Potato
23.08,132.54,225.13,20.47,64.62,6.02,80.7,Grapes
110.6,55.28,45.85,24.65,60.23,6.43,56.41,Watermelon
24.88,10.34,10.63,28.6,62.78,6.8,141.11,Orange
105.19,55.9,55.63,26.84,71.49,6.83,67.52,Watermelon
33.81,125.79,231.98,21.28,61.64,6.81,96.04,Grapes
98.41,52.06,51.58,20.09,61.17,6.95,78.82,Tomato
96.85,95.17,57.54,26.7,86.01,5.79,110.19,Banana
91.0,40.66,48.41,31.16,79.65,6.64,46.47,Watermelon
106.03,42.33,50.73,23.06,82.68,6.41,280.7,Rice
114.01,44.26,53.38,23.8,88.33,5.69,169.47,Rice
50.95,53.25,47.42,31.46,70.69,6.67,172.92,Papaya
76.41,40.82,46.3,20.76,69.01,6.86,61.42,Onion
85.62,45.5,49.78,15.48,53.01,6.7,83.95,Wheat
94.28,79.0,44.28,25.26,75.86,6.81,167.84,Banana
74.54,51.75,45.04,27.04,70.21,6.48,129.61,Papaya
28.05,142.81,215.36,16.05,69.52,5.68,192.79,Apple
83.59,46.3,58.82,25.65,81.09,6.51,107.37,Tomato
109.8,52.22,65.61,22.07,80.33,6.01,100.77,Sugarcane
49.67,52.21,58.78,29.37,51.87,6.42,141.27,Mango
23.77,138.45,239.08,6.53,60.17,6.15,109.26,Apple
104.17,88.9,48.35,26.01,76.87,5.53,187.35,Banana
64.13,44.18,33.33,22.76,66.8,5.95,61.75,Maize
76.51,41.42,49.76,14.29,58.48,6.97,51.23,Wheat
75.22,47.22,52.75,18.64,69.04,6.53,119.77,Tomato
110.87,57.5,52.28,25.51,65.71,6.48,78.17,Watermelon
95.42,56.81,60.83,15.77,71.07,6.04,133.33,Potato
127.18,53.08,67.74,26.47,70.9,6.08,145.72,Sugarcane
21.86,18.69,17.77,26.56,76.9,7.14,162.62,Orange
101.89,42.47,48.49,26.5,73.56,6.86,190.35,Jute
81.18,49.81,45.15,23.85,61.54,6.22,63.46,Onion
75.05,54.56,43.67,22.6,62.33,6.92,80.64,Tomato
87.08,31.77,32.41,19.15,64.13,6.36,200.34,Coffee
146.36,58.03,61.8,21.32,79.91,6.16,134.56,Sugarcane
119.19,49.44,77.38,24.15,80.69,6.03,115.86,Sugarcane
82.13,47.87,46.06,22.15,66.29,6.37,108.0,Tomato
95.71,61.07,60.06,15.97,77.18,6.18,138.65,Potato
36.88,69.21,24.35,16.34,59.07,6.07,47.96,Lentil
118.1,66.7,68.06,19.07,69.18,5.75,105.92,Potato
102.05,49.15,47.32,25.07,75.23,6.42,209.93,Jute
20.37,126.24,235.52,18.03,67.15,6.84,159.37,Apple
36.29,65.64,22.36,21.97,52.58,6.88,69.4,Lentil
104.77,44.64,40.02,30.06,79.7,6.81,58.41,Watermelon
106.89,55.24,59.8,28.0,58.88,6.37,73.06,Cotton
36.04,75.78,35.2,18.49,49.08,6.59,78.96,Lentil
85.41,35.76,30.13,17.44,75.71,5.6,153.59,Tea
47.94,50.39,49.01,24.09,63.92,6.82,117.35,Mango
119.02,36.66,41.9,15.81,72.12,6.09,245.92,Coffee
52.43,74.37,72.21,20.36,79.89,6.35,63.23,Soybean
25.5,10.43,22.66,31.66,82.03,6.73,238.42,Coconut
97.59,47.59,49.17,24.14,87.44,6.93,206.51,Jute
85.24,52.35,52.89,15.28,66.57,6.79,62.95,Onion
29.66,133.32,239.11,17.01,64.31,5.94,58.64,Grapes
61.77,53.48,46.72,25.36,64.52,6.47,128.31,Mango
47.94,74.87,81.61,23.88,63.42,6.34,94.53,Soybean
106.18,45.47,59.02,21.06,84.32,6.92,212.96,Rice
90.23,48.07,57.25,19.63,73.61,6.95,97.52,Tomato
145.01,55.84,73.53,26.8,88.92,6.44,100.11,Sugarcane
20.7,12.78,13.25,29.18,65.65,6.69,167.13,Orange
56.74,41.13,43.4,26.28,57.07,6.85,71.47,Mango
112.72,57.21,40.14,28.09,68.35,6.22,44.79,Watermelon
90.36,45.03,54.68,30.85,84.02,6.73,206.21,Jute
83.07,47.86,53.4,23.29,83.84,5.68,186.74,Rice
106.28,49.13,31.38,15.51,65.64,6.26,174.7,Coffee
85.77,31.83,38.73,18.73,80.44,5.0,231.37,Tea
54.72,46.2,45.8,33.71,80.18,6.8,125.05,Papaya
72.12,40.32,51.83,15.13,50.02,6.62,59.45,Onion
106.76,98.27,56.46,25.29,84.42,6.1,131.01,Banana
22.98,17.76,13.93,17.09,60.21,6.82,197.58,Orange
109.86,42.99,46.98,20.92,71.37,6.09,186.77,Coffee
87.38,39.33,38.4,23.35,78.75,4.61,292.0,Tea
83.09,43.17,38.75,14.15,81.16,5.02,289.93,Tea
116.03,42.7,65.92,25.72,78.84,6.52,174.65,Sugarcane
40.81,67.73,88.13,19.17,40.46,6.2,66.18,Chickpea
111.76,51.2,46.02,22.5,62.22,6.35,92.09,Cotton
118.99,57.27,70.38,24.79,70.51,6.51,138.02,Sugarcane
84.11,49.09,32.31,24.19,84.67,5.46,246.79,Tea
95.77,40.03,42.4,28.28,73.5,6.42,69.23,Watermelon
21.4,133.38,223.32,7.21,75.31,6.62,190.33,Apple
82.03,54.9,50.48,25.3,70.25,6.17,233.82,Jute
49.45,60.91,72.8,22.77,79.43,6.5,88.92,Soybean
58.94,68.0,85.67,22.66,79.81,6.04,96.21,Soybean
40.31,78.68,86.2,28.37,61.87,7.11,117.6,Soybean
60.18,49.68,42.46,18.08,68.52,6.16,98.29,Onion
33.24,133.68,232.78,24.06,62.4,6.3,64.23,Grapes
125.09,58.02,65.22,28.68,82.88,6.03,172.46,Sugarcane
104.04,54.11,53.77,27.0,63.34,6.43,45.7,Watermelon
56.58,60.74,81.93,22.3,62.41,6.12,101.78,Soybean
88.82,50.65,41.73,27.25,86.96,6.37,209.11,Jute
54.44,49.01,48.48,28.07,73.63,6.6,146.25,Mango
108.2,45.7,75.86,29.06,89.5,6.35,188.13,Sugarcane
98.7,42.27,33.34,23.92,64.63,6.94,214.96,Coffee
113.24,40.83,40.46,22.61,81.49,6.34,287.6,Rice
72.17,45.19,31.34,23.34,70.44,6.74,68.53,Maize
76.79,55.86,56.09,19.86,68.4,6.13,64.45,Tomato
111.44,50.34,45.27,22.89,67.97,6.13,63.49,Cotton
89.09,35.38,45.72,20.89,55.75,6.88,66.98,Maize
82.53,52.18,50.78,29.84,72.0,6.72,217.98,Jute
87.4,51.19,42.19,12.58,64.31,6.59,88.3,Wheat
48.78,60.9,88.4,24.7,60.58,7.03,88.91,Soybean
28.49,127.91,233.25,18.49,68.0,6.84,74.83,Grapes
20.85,134.25,216.76,22.79,67.1,6.97,59.04,Grapes
26.07,10.23,19.31,25.29,60.68,7.23,120.03,Orange
134.11,44.94,40.35,26.57,63.74,6.85,113.96,Cotton
107.88,41.2,37.73,18.78,71.24,6.01,157.85,Coffee
81.38,40.11,54.82,29.27,77.31,6.47,176.66,Jute
82.69,49.17,45.78,24.0,52.32,6.96,65.7,Onion
76.38,43.21,31.07,21.59,60.41,7.0,75.42,Maize
36.16,130.22,231.97,17.72,60.66,6.28,59.83,Grapes
120.76,53.55,46.24,27.97,73.19,6.78,118.56,Cotton
46.17,62.61,73.98,25.88,61.28,7.29,117.69,Soybean
85.57,52.12,59.26,23.31,71.78,6.57,115.67,Tomato
121.62,46.24,70.12,24.4,72.11,6.96,121.6,Sugarcane
81.16,53.18,44.72,25.03,79.37,6.6,153.1,Jute
51.71,60.17,85.22,27.13,67.33,6.08,105.3,Soybean
110.87,57.96,46.67,31.94,62.06,6.05,74.22,Watermelon
83.06,54.07,48.71,18.13,65.77,7.0,63.01,Wheat
94.65,52.91,58.95,24.33,78.38,6.61,72.29,Watermelon
102.1,46.8,54.84,24.44,77.1,6.48,200.31,Jute
114.29,55.29,42.93,24.83,89.45,6.52,199.74,Rice
41.28,63.88,93.12,23.98,45.05,6.49,61.48,Chickpea
141.13,56.08,71.05,25.2,72.86,7.16,127.14,Sugarcane
40.57,71.67,80.23,23.51,46.13,6.06,63.53,Chickpea
92.54,63.3,66.79,16.8,68.54,6.48,134.87,Potato
58.04,58.24,52.66,32.21,67.71,6.72,102.81,Papaya
114.24,83.04,43.86,26.34,90.38,5.9,176.72,Banana
77.05,48.79,41.34,19.65,66.41,6.61,91.61,Onion
86.27,63.67,61.87,18.77,66.19,5.95,108.38,Potato
26.96,137.4,221.79,16.26,65.79,5.86,60.68,Grapes
24.8,13.73,14.93,23.69,63.78,7.35,167.42,Orange
31.04,64.62,34.87,20.32,56.18,6.78,48.6,Lentil
29.23,16.89,12.54,27.5,81.85,6.75,154.37,Coconut
112.45,76.68,54.35,31.6,85.56,6.31,146.1,Banana
83.28,32.29,46.74,10.41,86.68,4.71,282.98,Tea
20.2,11.04,18.0,17.68,73.05,6.36,109.94,Orange
20.51,14.97,12.47,27.81,77.01,6.66,230.32,Coconut
24.87,18.78,15.27,28.95,69.68,6.74,111.97,Orange
89.43,49.67,57.27,20.89,57.51,6.29,60.16,Onion
67.33,56.66,52.29,24.13,54.64,6.12,50.3,Onion
90.12,52.41,40.01,26.46,74.82,6.23,156.82,Jute
36.23,141.57,222.79,9.59,64.36,5.99,162.85,Apple
43.39,60.19,84.74,19.65,48.44,7.38,75.17,Chickpea
85.98,50.2,49.21,31.21,78.6,6.38,59.67,Watermelon
65.89,50.96,49.06,23.78,52.0,6.26,87.59,Onion
26.68,140.42,204.26,15.75,74.56,6.24,84.42,Grapes
88.5,31.87,45.62,24.87,80.62,5.52,185.6,Tea
90.04,47.64,47.99,26.14,88.23,6.37,154.56,Jute
138.64,46.78,62.86,28.58,76.18,6.99,156.64,Sugarcane
65.66,46.7,40.03,28.08,68.36,6.39,113.19,Papaya
111.57,45.03,69.33,28.98,72.99,7.24,129.13,Sugarcane
82.08,42.77,59.32,23.21,54.09,6.19,56.28,Onion
27.16,128.86,208.16,7.81,69.78,6.7,156.9,Apple
88.24,40.02,40.79,26.84,82.42,6.49,275.86,Rice
81.11,52.9,47.48,24.51,50.44,6.3,96.05,Onion
23.58,18.94,11.4,31.86,82.33,5.78,217.91,Coconut
83.17,37.98,30.11,25.34,69.14,6.59,98.56,Maize
106.55,38.28,30.89,22.06,73.57,6.47,239.98,Coffee
92.22,40.35,37.64,20.08,62.29,7.0,192.56,Coffee
147.0,46.86,79.76,24.85,73.58,7.34,146.04,Sugarcane
31.48,71.32,37.56,20.58,59.2,6.05,43.92,Lentil
20.76,15.01,23.74,30.54,81.66,6.86,244.2,Coconut
123.32,48.43,57.85,28.36,60.25,6.39,82.78,Cotton
30.86,127.59,215.03,6.49,72.46,6.17,177.8,Apple
78.06,48.39,38.87,23.46,67.63,6.39,95.13,Maize
103.18,45.73,47.34,24.67,61.05,6.25,42.97,Watermelon
81.02,42.16,40.63,24.45,83.14,6.26,286.13,Rice
56.55,45.48,41.3,24.4,52.89,5.64,130.84,Mango
71.96,43.7,40.67,23.47,70.3,6.72,95.91,Maize
88.86,71.04,48.18,27.02,91.18,6.7,145.7,Banana
44.62,55.87,55.7,25.9,57.22,7.38,136.05,Mango
100.04,47.5,52.52,25.56,82.81,6.34,256.31,Rice
112.59,58.72,50.27,31.6,70.71,6.39,73.93,Watermelon
47.49,75.95,77.35,20.87,71.14,7.27,107.76,Soybean
92.23,48.05,53.45,29.46,66.3,6.13,65.3,Watermelon
53.95,54.32,58.18,26.8,67.13,6.97,118.1,Papaya
23.47,19.0,10.22,24.96,79.27,6.84,193.68,Orange
71.78,52.97,43.21,13.43,54.79,6.63,62.56,Wheat
65.92,43.63,48.51,19.32,74.42,6.92,104.23,Maize
96.85,95.19,51.81,26.34,86.62,6.26,139.86,Banana
48.15,63.22,93.13,24.8,51.24,7.07,42.74,Chickpea
32.15,135.25,209.23,16.77,64.41,5.78,88.98,Grapes
66.33,54.19,43.35,32.81,77.51,6.95,104.24,Papaya
38.13,128.82,224.62,19.06,60.82,6.02,63.26,Grapes
106.17,67.78,61.58,18.16,63.13,5.97,130.15,Potato
46.55,64.2,89.84,18.14,53.43,6.78,75.95,Chickpea
23.64,128.14,233.09,15.42,68.38,5.75,93.97,Grapes
72.42,49.48,41.16,34.58,88.28,6.79,199.13,Papaya
23.3,15.64,18.51,18.02,78.69,7.03,182.33,Orange
72.78,54.25,41.39,22.47,71.82,6.31,112.22,Tomato
74.56,40.31,47.83,19.49,57.99,6.37,92.87,Maize
27.47,11.1,14.25,15.27,60.67,6.72,129.82,Orange
86.73,43.54,46.65,26.92,58.27,6.54,93.71,Maize
89.74,44.88,43.97,20.27,60.74,6.44,88.59,Onion
105.84,33.01,48.65,18.45,74.59,6.02,170.52,Coffee
72.61,44.46,43.76,21.85,76.46,6.26,60.72,Tomato
66.19,43.38,41.07,29.74,61.89,7.2,100.67,Mango
54.1,51.03,52.11,32.06,80.41,6.29,133.03,Papaya
94.44,51.83,68.35,15.68,79.0,5.95,92.96,Potato
88.97,57.18,54.61,17.9,75.96,6.29,105.52,Potato
56.44,52.68,55.22,34.86,65.41,6.77,133.88,Papaya
120.36,47.39,58.66,28.45,70.92,7.07,87.7,Cotton
29.73,13.6,19.56,27.49,83.65,6.49,221.53,Coconut
52.41,49.54,52.6,33.29,83.5,6.28,194.09,Papaya
111.45,76.04,45.17,26.15,81.6,6.64,151.94,Banana
86.47,49.54,54.37,25.98,72.81,6.67,46.51,Watermelon
82.44,78.31,56.12,30.24,78.69,5.81,137.05,Banana
100.68,49.59,57.18,29.06,78.69,7.32,94.8,Cotton
90.42,44.95,52.01,20.32,68.34,6.44,91.75,Tomato
38.97,75.27,22.8,23.68,49.75,6.89,71.99,Lentil
115.19,75.99,58.95,27.4,83.81,6.56,158.77,Banana
62.49,42.72,41.33,31.81,73.92,5.62,105.46,Mango
38.56,135.58,230.15,19.39,74.92,5.81,68.55,Grapes
36.64,69.18,31.87,17.67,52.92,6.99,41.96,Lentil
58.41,60.24,91.06,23.18,49.7,6.13,78.9,Chickpea
52.13,51.96,45.29,30.28,75.52,6.92,154.91,Papaya
102.83,42.4,46.92,24.07,74.93,6.73,249.18,Jute
40.5,67.54,87.92,22.75,65.46,6.45,96.74,Soybean
50.1,79.77,89.31,18.41,45.25,6.65,46.28,Chickpea
75.56,53.35,45.5,15.31,51.45,7.07,85.14,Wheat
92.5,40.29,41.78,22.11,73.12,6.61,191.18,Coffee
78.92,41.79,53.74,29.94,71.63,6.63,170.39,Papaya
41.19,72.08,93.73,18.8,47.68,6.68,54.76,Chickpea
33.81,135.68,215.17,18.4,72.42,6.84,74.81,Grapes
44.87,60.8,99.71,20.38,46.24,7.36,63.4,Chickpea
117.76,80.08,51.21,25.67,79.01,6.12,120.62,Banana
79.92,40.08,48.71,26.21,59.19,5.56,97.07,Maize
33.54,126.28,223.85,16.09,64.22,6.76,103.04,Apple
57.52,45.06,52.58,32.62,86.29,6.85,196.49,Papaya
88.76,71.1,42.16,27.37,91.05,6.36,151.27,Banana
30.43,78.43,32.79,16.73,53.66,6.43,63.66,Lentil
49.33,46.5,54.59,29.1,72.18,6.44,79.57,Mango
107.8,56.54,51.25,27.86,71.41,6.31,94.13,Cotton
118.76,44.99,32.6,21.82,60.49,6.02,182.36,Coffee
74.11,41.82,46.15,18.2,62.88,6.8,52.1,Wheat
84.47,41.76,36.5,22.24,71.37,5.69,102.88,Maize
64.45,52.72,58.99,24.97,57.5,6.6,92.81,Onion
71.02,42.89,46.18,21.26,65.49,6.51,73.47,Maize
33.23,63.7,23.48,15.98,53.21,6.76,50.6,Lentil
46.61,43.29,48.13,31.41,67.76,6.34,111.38,Mango
108.76,78.91,51.33,28.33,88.27,6.91,173.26,Banana
87.05,50.02,45.93,19.14,53.71,6.12,61.98,Wheat
54.72,60.16,80.78,27.94,65.32,6.9,100.13,Soybean
38.31,127.51,216.74,18.45,69.96,6.19,75.94,Grapes
54.31,76.0,86.92,19.21,40.05,6.68,54.1,Chickpea
25.14,13.08,15.73,19.88,60.79,6.41,100.64,Orange
44.3,60.62,85.25,22.17,41.03,6.74,63.87,Chickpea
87.26,68.17,61.67,17.0,69.24,6.45,90.73,Potato
82.37,46.64,43.92,26.75,86.69,6.94,168.57,Jute
78.72,41.78,41.73,19.51,69.74,6.79,70.84,Maize
116.91,50.05,46.56,25.16,80.37,6.21,200.45,Rice
62.93,40.8,55.06,19.25,69.91,6.1,92.78,Onion
85.52,90.2,51.92,27.06,75.27,5.62,139.17,Banana
78.02,46.15,40.13,23.71,56.42,5.88,78.09,Maize
127.91,41.64,48.37,26.03,55.62,6.67,96.06,Cotton
28.56,14.91,12.17,17.55,60.0,7.08,111.11,Orange
36.31,136.95,215.75,12.1,77.09,6.01,186.96,Apple
65.24,52.96,44.91,22.18,65.54,6.67,80.72,Onion
51.57,68.77,84.51,24.87,77.47,7.35,85.3,Soybean
81.76,43.94,33.87,19.62,75.2,5.83,284.35,Tea
29.7,135.82,232.73,16.72,76.16,6.54,77.79,Grapes
84.07,35.37,32.02,12.51,72.95,5.96,263.89,Tea
66.58,45.59,45.65,22.1,68.96,6.08,68.0,Maize
93.47,40.62,41.8,13.01,75.75,4.74,187.39,Tea
52.22,50.43,57.93,25.57,50.56,7.22,116.17,Mango
85.58,55.84,57.33,17.28,75.7,5.7,116.0,Potato
60.35,51.76,50.03,23.73,51.68,6.68,84.01,Onion
90.66,45.07,40.2,24.51,73.39,6.84,109.28,Tomato
140.42,46.09,61.95,26.84,78.8,6.18,149.52,Sugarcane
30.23,130.31,237.43,19.58,62.55,6.15,56.35,Grapes
46.64,47.62,56.17,30.59,59.62,6.42,94.26,Mango
68.22,36.19,31.71,26.05,58.84,5.99,71.33,Maize
103.01,42.68,52.9,24.06,71.24,6.84,75.36,Cotton
50.97,53.17,50.65,26.03,65.18,6.57,129.64,Papaya
23.68,10.68,10.26,17.03,79.26,6.82,196.58,Orange
86.03,41.48,49.33,22.07,57.86,6.08,107.59,Maize
69.95,55.05,57.28,29.21,71.41,5.72,97.82,Mango
45.8,72.58,72.36,26.55,65.67,6.0,67.62,Soybean
26.95,133.0,214.43,17.4,69.04,6.29,198.24,Apple
80.99,44.1,42.45,13.1,66.98,6.92,59.33,Wheat
98.56,44.92,58.3,26.68,79.05,6.53,65.26,Watermelon
88.34,92.95,58.96,30.02,92.63,6.46,138.77,Banana
83.78,69.78,68.98,15.39,78.67,5.86,139.13,Potato
31.21,137.07,227.06,23.05,65.4,6.74,74.91,Grapes
30.01,137.91,220.42,6.8,66.24,6.7,186.14,Apple
73.32,45.24,47.42,18.05,63.34,6.35,79.4,Wheat
25.47,13.8,29.54,25.78,78.45,5.56,223.99,Coconut
72.41,35.6,35.48,26.6,74.07,6.03,62.16,Maize
53.63,66.99,74.25,23.74,65.44,6.13,109.81,Soybean
78.41,49.93,47.61,26.63,83.59,6.73,138.44,Papaya
68.73,51.31,50.29,24.68,63.72,6.26,118.57,Mango
55.16,72.82,88.47,27.83,63.62,7.2,98.5,Soybean
30.82,72.1,24.41,21.26,51.43,6.18,42.38,Lentil
109.0,50.39,51.25,29.5,55.87,6.96,109.04,Cotton
26.07,16.04,18.27,21.38,65.51,6.4,153.62,Orange
135.88,53.85,79.83,21.28,72.08,7.09,157.84,Sugarcane
118.16,54.69,47.34,21.17,53.02,6.74,101.4,Cotton
89.87,39.33,32.99,20.17,73.72,6.28,78.24,Maize
95.94,53.4,57.66,19.36,67.26,6.45,146.24,Potato
114.09,51.08,54.36,31.18,78.03,6.33,78.1,Watermelon
129.84,51.67,59.24,24.37,58.57,7.3,73.42,Cotton
51.22,51.82,53.55,25.17,75.36,6.23,164.52,Papaya
117.97,48.8,41.82,27.47,56.41,6.3,84.77,Cotton
89.99,49.79,44.42,26.91,89.44,5.56,255.84,Rice
46.28,73.82,75.43,21.91,63.69,6.51,85.8,Soybean
86.66,64.24,53.52,16.18,69.89,6.41,94.82,Potato
96.09,41.33,50.32,22.42,86.72,6.93,222.84,Rice
123.7,53.35,63.45,21.92,70.82,6.25,127.86,Sugarcane
61.57,58.97,52.83,23.77,63.52,6.36,75.63,Onion
67.58,39.67,32.42,25.78,64.87,6.36,88.47,Maize
37.22,72.31,20.26,21.95,48.36,6.57,65.96,Lentil
61.17,53.34,46.46,23.98,67.76,6.33,95.05,Onion
30.75,136.86,221.74,6.49,66.38,5.58,139.57,Apple
25.34,11.34,28.65,31.26,73.8,6.02,211.35,Coconut
83.98,42.67,42.21,24.22,65.02,6.59,88.46,Onion
31.23,74.3,34.56,21.67,57.42,6.87,63.16,Lentil
82.14,47.51,44.81,19.29,70.07,6.65,92.93,Maize
82.32,47.85,36.2,21.53,62.13,6.75,62.22,Maize
20.89,16.09,12.88,17.4,70.89,6.8,107.59,Orange
83.4,55.42,44.56,24.22,61.85,6.38,75.1,Onion
49.13,63.42,75.34,25.09,62.95,6.92,93.94,Soybean
97.11,53.6,51.76,28.98,76.3,6.54,159.12,Jute
109.13,40.5,47.68,22.27,71.31,6.99,62.64,Cotton
21.9,66.66,27.47,17.14,51.7,6.44,41.37,Lentil
55.05,56.73,50.98,26.89,81.61,6.51,160.43,Papaya
82.21,31.32,36.98,11.66,86.16,5.92,160.85,Tea
24.28,126.2,213.02,7.16,74.2,6.3,114.38,Apple
85.17,69.08,62.12,16.14,73.43,6.12,105.07,Potato
24.84,126.86,235.89,24.0,72.66,6.01,67.46,Grapes
22.31,10.98,29.59,27.07,87.42,5.51,152.1,Coconut
45.62,63.47,77.6,28.01,67.84,7.13,67.53,Soybean
95.54,49.21,43.55,27.87,78.58,6.07,160.62,Jute
56.07,65.64,83.55,23.25,56.14,7.49,56.5,Chickpea
83.99,42.38,54.24,31.04,88.14,6.99,170.83,Jute
26.54,11.52,14.4,24.23,61.67,7.32,180.36,Orange
25.18,61.06,34.52,16.21,46.06,6.53,62.58,Lentil
86.53,43.69,44.05,27.09,61.02,6.4,60.47,Watermelon
107.39,59.39,55.5,29.46,76.84,6.9,115.31,Cotton
87.33,56.41,55.2,15.49,66.87,6.44,67.12,Onion
99.57,50.25,45.36,27.64,69.42,6.71,77.63,Watermelon
78.38,48.11,44.48,19.09,73.05,5.6,86.7,Maize
